invoicedetailid,invoiceid,productid,productprice,itemcost,consignorid,productdescription,invoicedate
336,175,42590,65.00,55.25,61,Framed Prints Set Of Thre,2019-08-13
335,174,27079,15.00,12.75,59,Bird House #43,2019-08-13
334,174,1645555037,3.00,2.55,67,Card (2),2019-08-13
333,173,1645555036,3.00,2.55,67,Card (2),2019-08-13
326,168,22893,14.99,12.74,17,#32 Coach Bag,2019-08-13
325,168,6616,2.50,2.12,62,Top #17,2019-08-13
324,167,1645555031,32.40,32.40,500,Burlap & Trim,2019-08-13
323,166,1645555030,68.00,57.80,82,Bless This Food Window,2019-08-13
319,162,1645555028,63.84,63.84,500,Hooks (16),2019-08-13
315,158,140587,8.95,7.60,56,Lone Ranger Book,2019-08-13
314,157,1645555026,47.50,47.50,500,Cabbage Cutter Bench,2019-08-13
311,154,1645555023,17.97,17.97,500,Misc (3),2019-08-13
310,154,179034,16.00,0.00,76,Succulent,2019-08-13
306,150,1645555019,11.98,11.98,500,Misc Stencils,2019-08-13
304,148,1645555017,13.98,13.98,500,Ink,2019-08-13
300,144,7286,4.50,3.82,54,Wicker Vase #17,2019-08-13
299,143,1645555013,12.98,12.98,500,Misc Store Items,2019-08-13
603,281,1645555122,1.39,1.39,500,Scrapbook Corners,2019-08-14
602,281,1645555122,3.99,3.99,500,Scrapbook Corners,2019-08-14
601,280,1645555122,8.67,8.67,500,Scrapbook Corners,2019-08-14
600,280,1645555122,21.74,21.74,500,Scrapbook Corners,2019-08-14
598,279,33968,3.99,3.39,40,59 Red Dot Cigar Tin,2019-08-14
597,279,777,4.00,3.40,23,#11d Grandmother's Button,2019-08-14
596,278,1645555122,0.98,0.98,500,Scrapbook Corners,2019-08-14
586,276,1645555120,4.50,3.82,74,Rabbit Rattle,2019-08-14
579,274,11823,9.00,7.65,63,25 Blanket Mexican Blues,2019-08-14
578,273,164230,7.00,5.95,41,Cocktail Shaker,2019-08-14
576,273,10867,2.75,2.33,63,25 Shorts Universal Threa,2019-08-14
573,272,43394,2.00,1.70,49,Necklace Space 78,2019-08-14
571,271,19385,3.00,2.55,81,Rooster Hot Pad - As30,2019-08-14
568,271,41203,14.25,12.11,57,Wall Lamp,2019-08-14
567,270,1313,18.00,15.30,32,Linen 2pc Summer Outfit,2019-08-14
563,269,24683,1.50,1.27,500,DecoArt Acrylic Paint,2019-08-14
560,269,33078,7.99,6.79,22,57- Glass Bracelet,2019-08-14
559,269,35504,18.00,15.30,82,Black Floral Romper Dress,2019-08-14
558,268,42035,5.00,4.25,26,#71 Plant Hanger,2019-08-14
555,267,12357,7.95,6.75,36,#27 Heavy Glass Candlehol,2019-08-14
550,265,45898,11.99,10.19,500,Semi Moist Watercolors,2019-08-14
546,262,34478,3.99,3.39,40,#59 Old Bottle,2019-08-14
545,262,34478,3.99,3.39,40,#59 Old Bottle,2019-08-14
543,261,4430,3.00,2.55,76,Handmade Cards #2,2019-08-14
542,261,4352,10.00,8.50,76,Green Bird#3,2019-08-14
541,260,29975,4.00,3.40,89,Vintage Pint Canning Jar,2019-08-14
540,259,29025,16.00,13.60,80,Round Plant Stand #48,2019-08-14
539,259,28669,18.00,15.30,80,2 Tier Tray #73,2019-08-14
535,257,22859,12.99,11.04,17,#32 White/clear Vase,2019-08-14
534,257,40480,6.50,5.52,68,#64 Serving Spoon,2019-08-14
533,257,40479,8.50,7.22,68,#64 Silver Ladle,2019-08-14
530,254,1645555071,46.12,46.12,500,Booth Rent #7 July,2019-08-14
529,253,1645555070,3.00,3.00,500,Heidi Pacifier Clip,2019-08-14
526,252,47298,1.99,1.69,500,Craft Medley-craft Mason,2019-08-14
525,252,47298,1.99,1.69,500,Craft Medley-craft Mason,2019-08-14
524,251,1645555068,1.99,1.99,500,Kneaded Eraser,2019-08-14
523,250,1645555068,1.35,1.35,500,Kneaded Eraser,2019-08-14
519,249,55041,3.99,3.39,500,Fabric,2019-08-14
518,249,55022,2.99,2.99,500,Aleenes-no Sew Fabric Gl,2019-08-14
517,249,47278,1.49,1.26,500,Durafoam Cone 5.9 1pc,2019-08-14
516,249,47278,1.49,1.26,500,Durafoam Cone 5.9 1pc,2019-08-14
515,249,47278,1.49,1.26,500,Durafoam Cone 5.9 1pc,2019-08-14
514,249,47278,1.49,1.26,500,Durafoam Cone 5.9 1pc,2019-08-14
512,246,1645555065,2.45,2.45,500,Clearance,2019-08-14
510,244,1645555064,7.96,7.96,500,Fabric,2019-08-14
509,244,23572,2.50,2.12,87,Handmade Greeting Cards,2019-08-14
507,242,514,12.00,10.20,53,11c Adventure Awaits 4t,2019-08-14
503,240,5712,45.00,38.25,25,Rustic Side Table #79,2019-08-14
502,240,11999,60.00,51.00,21,#15b Black Ornate Iron 5-,2019-08-14
500,239,42239,16.00,13.60,12,Large Galvanized Tobacco,2019-08-14
499,239,1645555063,15.00,12.75,71,Picture On Sale,2019-08-14
498,238,1645555061,2.89,2.89,500,Ribbon,2019-08-14
497,238,7914,1.95,1.65,56,#1b Tiny Woven Basket,2019-08-14
490,235,9487,55.00,46.75,27,Mg Chinese Tortoise Comb,2019-08-14
489,234,40263,15.95,13.55,85,Pink Basket With Tea Set,2019-08-14
488,233,1645555061,0.50,0.50,500,Ribbon,2019-08-14
484,231,48468,2.99,2.54,500,Craft Decor Chalk Writer,2019-08-14
481,231,20307,6.00,5.10,35,10 In Microwave Bowls - N,2019-08-14
480,231,26354,7.95,6.75,77,40 Vintage Magnifying Gla,2019-08-14
475,230,54918,5.99,5.09,500,Envelopes A7 50pk Ivory,2019-08-14
474,230,44578,2.99,2.54,500,Royal Brushes Zen 0,2019-08-14
473,230,45429,2.89,2.45,500,Pigma-micron 0.45mm,2019-08-14
472,229,50547,0.75,0.63,500,Bottled Water,2019-08-14
470,228,25608,5.00,4.25,24,39 - Beaters,2019-08-14
469,228,27320,3.95,3.35,5,Grandfather Clock,2019-08-14
468,227,25636,5.00,4.25,24,39 - Tupperware Strainer,2019-08-14
467,227,16671,9.99,8.49,19,Vintage Egg Beater,2019-08-14
463,225,28611,10.00,8.50,80,Aqua Glass Candle Holder,2019-08-14
460,223,1645555057,0.75,0.75,500,Art,2019-08-14
459,223,1645555057,0.75,0.75,500,Art,2019-08-14
458,222,40872,5.00,4.25,13,Believed She Could Sign B,2019-08-14
457,222,5924,38.00,32.30,25,Antique Coffee Table #79,2019-08-14
454,221,36160,2.00,1.70,48,Sale Leather Flower Headb,2019-08-14
453,221,36172,2.00,1.70,48,Sale Leather Headband #62,2019-08-14
451,220,36288,4.00,3.40,48,2 Pompom Ball Clips #62a,2019-08-14
449,220,36229,3.00,2.55,48,Leather Knot Clip #62a,2019-08-14
446,219,1645555057,5.98,5.98,500,Art,2019-08-14
437,216,53048,1.20,1.02,500,Dill-buttons-7 1627,2019-08-14
436,216,53048,1.20,1.02,500,Dill-buttons-7 1627,2019-08-14
434,214,1645555057,10.32,10.32,500,Art,2019-08-14
429,214,45191,0.95,0.80,500,Stabilo 88 Markers,2019-08-14
428,214,45444,0.95,0.80,500,Stabilo 88 Markers,2019-08-14
424,214,26949,3.00,2.55,59,41 Paper Napkins,2019-08-14
422,213,3980,15.00,12.75,76,Polish Stoneware Custard,2019-08-14
421,213,25625,5.50,4.67,24,39 - Farm/animals,2019-08-14
589,277,41794,1.95,1.65,74,Metal Hair Clip #70b,2019-08-14
588,277,1645555121,5.49,5.49,500,Bag Of Hinge Pins,2019-08-14
587,276,1645555121,6.00,5.10,30,Bag Of Hinge Pins,2019-08-14
584,275,55347,3.49,2.96,500,Epoxy Brads Duchess Colle,2019-08-14
583,275,55049,5.99,5.09,500,Glue Dots Adhesive Ultra,2019-08-14
582,275,55049,5.99,5.09,500,Glue Dots Adhesive Ultra,2019-08-14
581,275,55049,5.99,5.09,500,Glue Dots Adhesive Ultra,2019-08-14
580,275,55049,5.99,5.09,500,Glue Dots Adhesive Ultra,2019-08-14
577,273,27283,5.00,4.25,5,Columbia Boys Jacket 6 Mo,2019-08-14
575,272,1645555119,4.99,4.99,500,Makeup,2019-08-14
574,272,1645555119,2.24,2.24,500,Makeup,2019-08-14
572,271,19465,6.00,5.10,81,Yellow Two Toned Quilted,2019-08-14
570,271,30775,40.00,34.00,79,White Pumpkin,2019-08-14
569,271,29361,9.00,7.65,42,Tommy Hilfiger Black Spor,2019-08-14
566,269,1645555119,0.50,0.50,500,Makeup,2019-08-14
565,269,66636,1.50,1.50,500,Scrabble Tiles (5),2019-08-14
564,269,24794,1.50,1.27,500,DecoArt Acrylic Paint,2019-08-14
562,269,57044,4.99,4.24,500,Fair Isle-sutton-polyeste,2019-08-14
561,269,19525,3.50,2.97,81,Adult Drink Cozie - As30,2019-08-14
557,268,31135,12.00,10.20,67,#56a Sunflower Print Apro,2019-08-14
556,267,43330,12.00,10.20,49,Virginia City Deputy Badg,2019-08-14
554,267,66636,1.25,1.06,56,Scrabble Tiles (5),2019-08-14
553,266,15123,9.00,7.65,51,World Wall Map -28,2019-08-14
552,265,14769,38.00,32.30,51,Large Black/gold Mirror -,2019-08-14
551,265,1645555118,2.99,2.99,500,Food,2019-08-14
549,265,49052,6.99,5.94,500,Metallic Lustre-chmpagne,2019-08-14
548,264,1645555118,16.50,16.50,500,Food,2019-08-14
547,263,1645555118,1.59,1.59,500,Food,2019-08-14
544,261,4282,10.00,8.50,76,Tea Towel #2,2019-08-14
538,258,46227,1.99,1.69,500,Handmade Card Wedding,2019-08-14
537,258,46227,1.99,1.69,500,Handmade Card Wedding,2019-08-14
536,257,43374,10.00,8.50,49,Vintage Taxidermy Frog Sp,2019-08-14
532,256,43389,5.00,4.25,49,Vintage Strainer Space 78,2019-08-14
599,279,27691,5.50,4.67,91,Mr. Coffee Tin # 47,2019-08-14
595,278,54863,2.99,2.54,500,Best Creation-glue Tape-d,2019-08-14
594,278,54863,2.99,2.54,500,Best Creation-glue Tape-d,2019-08-14
531,255,41648,3.50,2.97,74,Small Teething Toy #70a,2019-08-14
605,283,27288,19.00,16.15,5,44a-1950 Jug,2019-08-14
593,278,54863,2.99,2.54,500,Best Creation-glue Tape-d,2019-08-14
592,278,54863,2.99,2.54,500,Best Creation-glue Tape-d,2019-08-14
591,278,54863,2.99,2.54,500,Best Creation-glue Tape-d,2019-08-14
590,277,1645555121,2.22,2.22,500,Bag Of Hinge Pins,2019-08-14
608,284,1645555123,0.25,0.21,92,TEST,2019-08-14
607,283,50739,8.99,7.64,500,Bunny Dad And Baby Figure,2019-08-14
606,283,16055,6.00,5.10,19,Wooden Letter (2),2019-08-14
604,282,12334,24.95,21.20,36,#27 Small White Cabinet,2019-08-14
528,253,27685,14.50,12.32,91,Raggedy Ann &amp; Andy Se,2019-08-14
527,252,1645555069,1.39,1.39,500,CANDY,2019-08-14
522,249,1645555067,4.99,4.99,500,M&D,2019-08-14
521,249,46084,10.99,9.34,500,Kaiser-coloring Book-swee,2019-08-14
520,249,48301,8.99,7.64,500,Darice Paper Mache Cubes,2019-08-14
513,248,1645555066,1.04,1.04,500,Napkin,2019-08-14
511,245,46227,1.99,1.69,500,Handmade Card Wedding,2019-08-14
508,243,23571,2.50,2.12,87,10a Greeting Card,2019-08-14
506,242,46227,1.99,1.69,500,Handmade Card Wedding,2019-08-14
505,241,42016,8.99,7.64,26,#71 Wood Vase,2019-08-14
504,241,40595,6.00,5.10,14,#67 Wicker And Metal Bask,2019-08-14
501,240,5731,89.00,75.65,25,Antique Oak Dresser #79,2019-08-14
496,238,46012,9.99,8.49,500,Vision-mixed-media-pad 6x,2019-08-14
495,238,45170,22.99,19.54,500,Alcohol-based-markers 12p,2019-08-14
494,237,379,6.00,5.10,37,*medium Scarf - Solid 11b,2019-08-14
493,237,380,6.00,5.10,37,*medium Scarf - Print 11b,2019-08-14
492,236,1645555062,3.49,3.49,500,Fabric,2019-08-14
491,235,43335,16.00,13.60,49,Jar Of Military Pins And,2019-08-14
487,232,27081,7.50,6.37,59,Shingles Bundle #43,2019-08-14
486,231,48546,3.49,2.96,500,Chalk Writer,2019-08-14
485,231,45082,2.99,2.54,500,Craft Decor-chalk Writer-,2019-08-14
482,231,113029,34.99,34.99,500,77 Mustard And Teal Clock,2019-08-14
479,231,33996,18.99,16.14,40,59 Wall Topiary,2019-08-14
478,231,31135,12.00,10.20,67,#56a Sunflower Print Apro,2019-08-14
477,231,21550,18.00,15.30,17,#32 Yâ€™all Come Eat Sign,2019-08-14
476,231,28694,14.00,11.90,80,I Love Us Metal Sign #73,2019-08-14
471,228,25609,4.00,3.40,24,39 - Myrtlewood Bowl,2019-08-14
466,226,51200,7.49,6.36,500,Method Foaming Hand Wash,2019-08-14
465,226,772094153,9.98,9.98,500,Melissa & Doug (2),2019-08-14
464,226,55077,5.99,5.09,500,Color Philo-ink Pad-warm,2019-08-14
462,225,27309,49.99,42.49,5,44a-milk Jug,2019-08-14
461,224,113029,17.99,17.99,500,77 Mustard And Teal Clock,2019-08-14
456,221,12182,13.00,11.05,93,#23 Neutrals Bow Set Head,2019-08-14
455,221,36260,4.00,3.40,48,Tiny Leather Knot Headban,2019-08-14
452,221,24264,2.75,2.33,20,Dark Pink Sun Hat,2019-08-14
450,220,36275,4.50,3.82,48,2 Tiny Leather Knot Clips,2019-08-14
448,220,36260,4.00,3.40,48,Tiny Leather Knot Headban,2019-08-14
447,219,4299,15.00,12.75,76,Vintage Ceramic Jar/lid S,2019-08-14
445,218,113029,13.50,13.50,500,77 Mustard And Teal Clock,2019-08-14
444,218,1645555059,6.50,6.50,500,Cool Lady Bug,2019-08-14
443,217,1645555058,2.49,2.49,500,Brush Set,2019-08-14
442,217,1645555058,5.59,5.59,500,Brush Set,2019-08-14
441,217,1645555058,7.99,7.99,500,Brush Set,2019-08-14
435,215,56426,6.99,5.94,500,Melissa &amp; Doug-mess F,2019-08-14
433,214,45344,1.29,1.09,500,Stabilo-point-1mm-pen-68,2019-08-14
432,214,45321,0.95,0.80,500,Stabilo 88/50,2019-08-14
431,214,44868,0.95,0.80,500,Stabilo 88 Markers,2019-08-14
430,214,45451,0.95,0.80,500,Stabilo 88 Markers,2019-08-14
427,214,44868,0.95,0.80,500,Stabilo 88 Markers,2019-08-14
426,214,45017,0.95,0.80,500,Stabilo 88 Markers,2019-08-14
425,214,44870,0.95,0.80,500,Stabilo 88 Markers,2019-08-14
423,213,33393,3.00,2.55,47,#58 1947 Give Us Our Drea,2019-08-14
420,212,34411,25.00,21.25,40,59 Vintage Duck Egg Blue,2019-08-14
419,212,34398,200.00,170.00,40,59 Shabby Little Cabinet,2019-08-14
687,312,25622,4.00,3.40,24,39 - Finger Puppets,2019-08-15
777,359,121313,8.97,8.97,500,Misc,2019-08-15
776,359,29757,14.00,11.90,89,Landon Meat Cleaver 51,2019-08-15
774,358,42246,20.00,17.00,12,Bee Thankful Sign #74.lar,2019-08-15
773,358,42264,13.00,11.05,12,Alexa Clean The Bathroom,2019-08-15
772,358,42252,18.00,15.30,12,You're Still The One Sign,2019-08-15
769,356,121312,16.72,16.72,500,Scrapbook,2019-08-15
766,353,23574,32.00,27.20,60,#35 Home Sweet Home Pillo,2019-08-15
765,353,121310,10.46,10.46,500,Junk T Shirt,2019-08-15
764,353,57181,36.00,30.60,76,Fresh Produce Sign,2019-08-15
762,352,57178,99.96,99.96,500,Art (4),2019-08-15
760,351,54314,1.80,1.53,500,Gutermann-thread-110yd 23,2019-08-15
759,350,29490,3.50,2.97,42,Blue Star #50,2019-08-15
758,348,48370,10.99,9.34,500,Americana Stain Blocker S,2019-08-15
755,346,-5,12.98,12.98,500,Art,2019-08-15
752,344,89784,3.98,3.98,500,Sharpie (2),2019-08-15
751,344,89783,14.99,14.99,500,Pillow,2019-08-15
749,341,55544,0.99,0.84,500,Jolees By You-snakes,2019-08-15
748,341,89297,2.50,2.50,500,Paper (5),2019-08-15
746,340,45964,6.29,5.34,500,Mini-canvas 3x3 4pack,2019-08-15
744,340,44730,2.49,2.11,500,Royal Brush Zen 20/0,2019-08-15
743,340,44682,3.99,3.39,500,Zen Royal &amp; Langnicke,2019-08-15
742,340,45209,7.99,6.79,500,Pentel Arts-double Ended,2019-08-15
741,339,55356,1.49,1.26,500,Stickerz-numbers Black La,2019-08-15
738,337,35858,5.00,4.25,48,Leather Bow Headband #62a,2019-08-15
737,337,36266,5.00,4.25,48,Leather Bow Headband #62a,2019-08-15
736,336,40521,87.00,73.95,68,#64 Gray Waterfall Dresse,2019-08-15
735,335,89265,2.99,2.54,22,STORE,2019-08-15
734,334,177884,9.99,9.99,500,Food,2019-08-15
732,333,6941,8.50,7.22,54,White Ceramic Lantern #17,2019-08-15
731,333,7257,7.50,6.37,54,Jug W Chalkboard #17,2019-08-15
730,332,177884,1.29,1.29,500,Food,2019-08-15
725,329,27061,15.00,12.75,59,Window Three Pane #43,2019-08-15
724,328,45698,8.99,7.64,500,Outdoor-living-exterior-i,2019-08-15
722,326,50421,3.99,3.39,500,Ganz 3.99,2019-08-15
718,326,55530,0.99,0.84,500,Jolees By You-pink Verben,2019-08-15
717,326,45900,2.59,2.20,500,Faber Castell-gelatos,2019-08-15
716,326,45900,2.59,2.20,500,Faber Castell-gelatos,2019-08-15
713,324,5958,38.00,32.30,25,Vintage Concrete Statue S,2019-08-15
711,324,11891,89.00,75.65,41,# 26a Antique Oak Ice Cre,2019-08-15
710,323,48602,2.99,2.54,500,Multi Craft Wood Hexagon,2019-08-15
709,323,47886,2.99,2.54,500,Multi Craft Wood Box,2019-08-15
704,322,56410,9.99,8.49,500,Melissa-doug-wooden Stamp,2019-08-15
701,320,29370,3.25,2.76,42,White/black Striped Skirt,2019-08-15
700,320,37292,6.00,5.10,29,Woman's Khaki Green Shirt,2019-08-15
697,318,27305,14.99,12.74,5,44a-tin Signs,2019-08-15
692,314,178972,1.99,1.99,500,Hook,2019-08-15
689,312,19321,6.50,5.52,81,Grey Rooster Creamer - As,2019-08-15
688,312,5132,8.00,6.80,76,Red Handle Pastry Blender,2019-08-15
686,312,15744,5.50,4.67,19,Glue Sticks,2019-08-15
683,312,15941,5.99,5.09,19,Clothespins,2019-08-15
681,312,178970,2.79,2.79,500,Batting (2),2019-08-15
680,311,178970,7.98,7.98,500,Batting (2),2019-08-15
677,308,178967,4.50,3.82,67,Card (3),2019-08-15
674,306,56893,3.19,2.71,500,Knitter's Pride Soft Grip,2019-08-15
668,304,12350,5.65,4.80,36,27b Wood Bead Table Cover,2019-08-15
667,304,12350,5.65,4.80,36,27b Wood Bead Table Cover,2019-08-15
666,304,51060,7.99,6.79,500,Touch Of Nature- Glass Te,2019-08-15
665,303,48678,1.49,1.26,500,Jewelry Designer-jump Rin,2019-08-15
663,303,46886,1.59,1.35,500,Jewelry Designer,2019-08-15
662,303,46944,1.59,1.35,500,Jewelry Designer,2019-08-15
660,302,11007,12.99,11.04,63,25 Macrame Holder W White,2019-08-15
659,301,5717,18.00,15.30,25,Galvanized Tray #79,2019-08-15
652,297,49429,2.99,2.54,500,5 Wood Letter-c,2019-08-15
648,297,23368,7.00,5.95,31,49 Basket,2019-08-15
645,295,25269,6.00,5.10,24,39 - Scarf,2019-08-15
643,292,15063,2.50,2.12,51,Small Faux Succulent -28,2019-08-15
641,290,51511,2.29,1.94,500,Boye-crochet Hook-us E-3.,2019-08-15
640,290,46879,2.19,1.86,500,Toho-glass-seed-bead 1951,2019-08-15
635,290,33104,12.00,10.20,22,57-ring,2019-08-15
630,288,45974,17.50,14.87,500,Art Alternatives-economy,2019-08-15
629,288,24857,1.50,1.27,500,DecoArt Acrylic Paint,2019-08-15
625,288,24754,1.50,1.27,500,Crafters Acrylic-blue Neo,2019-08-15
775,358,6646,9.50,8.07,62,Square Farm To Table Sign,2019-08-15
771,357,8684,3.99,3.99,500,Children's History Books,2019-08-15
770,357,8684,3.99,3.99,500,Children's History Books,2019-08-15
768,355,25584,40.00,34.00,24,39 - Nightstand,2019-08-15
767,354,121311,20.00,20.00,500,Gift Card,2019-08-15
763,352,57180,19.98,19.98,500,Art (2),2019-08-15
757,348,48936,8.99,7.64,500,Americana-decor-satin-ena,2019-08-15
756,348,48967,8.99,7.64,500,Americana Decor Satin Ena,2019-08-15
754,346,46117,6.99,5.94,500,Faber-castell Black Paper,2019-08-15
753,345,15144,12.00,10.20,51,Blue Hobnail Vase -28,2019-08-15
750,342,24548,5.80,4.93,16,Brown Metal Vase #38,2019-08-15
747,341,89296,1.00,1.00,500,Paper 12x12,2019-08-15
745,340,44646,2.99,2.54,500,Zen Royal &amp; Langnicke,2019-08-15
740,338,89267,1.00,1.00,500,Sandpaper,2019-08-15
739,337,89266,13.00,13.00,500,#23 Neutral Bow Set Headb,2019-08-15
733,333,29499,8.00,6.80,42,Concrete Utensil Holder #,2019-08-15
729,332,40767,4.00,3.40,14,#67 Wood Oval Picture Fra,2019-08-15
728,331,25357,10.00,8.50,24,39 - Vintage Sewing Baske,2019-08-15
727,331,15527,8.00,6.80,19,Hand Forged Pan,2019-08-15
726,330,177606,2.19,2.19,500,D Ring (3),2019-08-15
723,327,50547,0.75,0.63,500,Bottled Water,2019-08-15
721,326,31161,4.50,3.82,67,#56 Potholders,2019-08-15
720,326,48594,2.49,2.11,500,Bow Tie Paper Clips,2019-08-15
719,326,50360,3.99,3.39,500,Darice Floral Embelllishm,2019-08-15
715,325,177606,6.27,6.27,500,D Ring (3),2019-08-15
714,325,177605,13.60,13.60,500,Trim,2019-08-15
712,324,14918,8.00,6.80,51,Green/white Urn Shape Pot,2019-08-15
708,323,49406,3.49,2.96,500,Darice-wood Table Top Dee,2019-08-15
707,323,48607,2.99,2.54,500,Card Holder 1,2019-08-15
706,323,48607,2.99,2.54,500,Card Holder 1,2019-08-15
705,323,177593,3.99,3.99,500,Pimk French Apron,2019-08-15
703,321,23366,14.50,12.32,31,49 Lighthouse Curio Shelf,2019-08-15
702,321,26994,3.00,2.55,59,41 Paper Napkins,2019-08-15
699,320,28659,18.00,15.30,80,Thankful/blessed Wood Sto,2019-08-15
698,319,177593,25.00,21.25,37,Pimk French Apron,2019-08-15
696,317,178976,2.99,2.99,500,Misc,2019-08-15
695,316,178975,26.96,26.96,500,Misc,2019-08-15
694,315,178974,1.87,1.87,500,Misc,2019-08-15
693,315,178973,22.23,22.23,500,STORE,2019-08-15
691,313,178971,10.00,8.50,30,Antique Post Cap,2019-08-15
614,287,57136,13.96,13.96,500,Interface,2019-08-15
613,287,57135,17.97,17.97,500,Fabric,2019-08-15
612,286,49335,3.99,3.39,500,Darice- Unfinished Wood B,2019-08-15
611,286,57134,1.00,1.00,500,Paper 12x12,2019-08-15
609,285,50142,2.29,1.94,500,Dritz Sew On Snaps-nickel,2019-08-15
610,285,49278,2.69,2.28,500,Parachute Cord-21ft-gun M,2019-08-15
615,287,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-08-15
616,287,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-08-15
617,287,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-08-15
618,287,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-08-15
619,287,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-08-15
620,287,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-08-15
621,287,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-08-15
622,287,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-08-15
623,287,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-08-15
624,288,47968,1.50,1.27,500,DecoArt Acrylic Paint,2019-08-15
626,288,24813,1.50,1.27,500,DecoArt Acrylic Paint,2019-08-15
627,288,24712,1.50,1.27,500,DecoArt Acrylic Paint,2019-08-15
628,288,24833,1.50,1.27,500,DecoArt Acrylic Paint,2019-08-15
632,289,56459,4.99,4.24,500,Melissa &amp;amp; Doug-me,2019-08-15
636,290,45179,3.19,2.71,500,Tombow-dual-brush-pens-bl,2019-08-15
637,290,45405,2.89,2.45,500,Pigma Brush,2019-08-15
638,290,45405,2.89,2.45,500,Pigma Brush,2019-08-15
639,290,47201,2.29,1.94,500,Sculpey-iii-oven-bake-cla,2019-08-15
642,291,178962,50.00,42.50,49,Logging Boots,2019-08-15
644,294,20932,40.00,34.00,73,Cream Chair #74,2019-08-15
646,295,4793,6.00,5.10,76,Fiesta Mug #3,2019-08-15
647,297,40770,10.00,8.50,14,#67 White Umbrella Stand,2019-08-15
649,297,29495,20.00,17.00,42,Green Stool #50,2019-08-15
650,297,36118,4.50,3.82,48,Victoria's Secret Throw B,2019-08-15
651,297,29614,18.00,15.30,42,Cream Rug #50,2019-08-15
653,297,178963,2.98,2.98,500,MISC,2019-08-15
654,297,48580,5.99,5.09,500,Readi Board-tri Fold Foam,2019-08-15
655,298,178964,31.45,31.45,500,FABRIC,2019-08-15
656,299,41514,27.00,22.95,18,Window/ 6 Pane #7bg,2019-08-15
657,300,178964,3.49,3.49,500,FABRIC,2019-08-15
658,300,178965,1.99,1.99,500,MISC,2019-08-15
661,302,4009,12.00,10.20,76,Floral Planter Of Succule,2019-08-15
664,303,46866,1.49,1.26,500,Jewelry-designer Jump Rin,2019-08-15
669,304,12251,4.95,4.20,36,27b Old Bottle,2019-08-15
670,304,12343,9.95,8.45,36,#27 Yellow Pitcher,2019-08-15
671,304,27005,5.00,4.25,59,41 Metal Garden Plaques,2019-08-15
672,305,43188,49.00,41.65,49,Small Roll Top Desk Space,2019-08-15
673,306,9515,3.50,2.97,27,Mg Doily Med. #24,2019-08-15
675,306,57069,3.79,3.22,500,Knitter's Pride Soft Grip,2019-08-15
676,306,178966,1.00,1.00,500,Food,2019-08-15
678,309,178968,8.00,6.80,502,Pressed Glass Vase,2019-08-15
679,310,178969,9.98,9.98,500,Yarn (2),2019-08-15
682,312,11715,5.50,4.67,63,25 Mud Pie Bowl &amp;spoo,2019-08-15
684,312,9515,3.50,2.97,27,Mg Doily Med. #24,2019-08-15
685,312,25616,2.50,2.12,24,39 - Glass Bird,2019-08-15
690,312,16531,4.99,4.24,19,Old Book,2019-08-15
797,368,29539,6.50,5.52,42,Cha Cha Vente Shirt #50,2019-08-16
844,384,8000,2.50,2.12,83,#20 8x10 Black Picture Fr,2019-08-16
845,384,8000,2.50,2.12,83,#20 8x10 Black Picture Fr,2019-08-16
846,384,8000,2.50,2.12,83,#20 8x10 Black Picture Fr,2019-08-16
848,386,8581,0.50,0.50,500,Wood Molding Stick - 1/2i,2019-08-16
857,391,170985,0.33,0.33,500,Seattle Choc,2019-08-16
858,392,8677,2.10,2.10,500,Small Green Glass Jar Ub,2019-08-16
860,392,29765,13.00,11.05,89,Mini Table 51,2019-08-16
861,392,170986,16.00,13.60,82,Coat Tree,2019-08-16
862,393,52638,1.50,1.27,500,Dill Buttons 1217,2019-08-16
864,393,52636,1.25,1.06,500,Dill Buttons 1187,2019-08-16
865,394,170985,3.49,3.49,500,Seattle Choc,2019-08-16
